date,material_key,price_inr,city,source,source_type
2023-04-01,bathroom_sanitary_set,19442.5,Hyderabad,brand_price_circular,real_brand_circular
2023-05-01,bathroom_sanitary_set,19333.33,Hyderabad,brand_price_circular,real_brand_circular
2023-06-01,bathroom_sanitary_set,18834.17,Hyderabad,brand_price_circular,real_brand_circular
2023-07-01,bathroom_sanitary_set,18720.0,Hyderabad,brand_price_circular,real_brand_circular
2023-08-01,bathroom_sanitary_set,18800.0,Hyderabad,brand_price_circular,real_brand_circular
2023-09-01,bathroom_sanitary_set,19076.67,Hyderabad,brand_price_circular,real_brand_circular
2023-10-01,bathroom_sanitary_set,19947.5,Hyderabad,brand_price_circular,real_brand_circular
2023-11-01,bathroom_sanitary_set,20428.33,Hyderabad,brand_price_circular,real_brand_circular
2023-12-01,bathroom_sanitary_set,20713.33,Hyderabad,brand_price_circular,real_brand_circular
2024-01-01,bathroom_sanitary_set,20600.0,Hyderabad,brand_price_circular,real_brand_circular
2024-02-01,bathroom_sanitary_set,20886.67,Hyderabad,brand_price_circular,real_brand_circular
2024-03-01,bathroom_sanitary_set,20973.33,Hyderabad,brand_price_circular,real_brand_circular
2024-04-01,bathroom_sanitary_set,20452.5,Hyderabad,brand_price_circular,real_brand_circular
2024-05-01,bathroom_sanitary_set,20333.33,Hyderabad,brand_price_circular,real_brand_circular
2024-06-01,bathroom_sanitary_set,19804.17,Hyderabad,brand_price_circular,real_brand_circular
2024-07-01,bathroom_sanitary_set,19680.0,Hyderabad,brand_price_circular,real_brand_circular
2024-08-01,bathroom_sanitary_set,19760.0,Hyderabad,brand_price_circular,real_brand_circular
2024-09-01,bathroom_sanitary_set,20046.67,Hyderabad,brand_price_circular,real_brand_circular
2024-10-01,bathroom_sanitary_set,20957.5,Hyderabad,brand_price_circular,real_brand_circular
2024-11-01,bathroom_sanitary_set,21458.33,Hyderabad,brand_price_circular,real_brand_circular
2024-12-01,bathroom_sanitary_set,21753.33,Hyderabad,brand_price_circular,real_brand_circular
2025-01-01,bathroom_sanitary_set,21630.0,Hyderabad,brand_price_circular,real_brand_circular
2025-02-01,bathroom_sanitary_set,21926.67,Hyderabad,brand_price_circular,real_brand_circular
2025-03-01,bathroom_sanitary_set,22013.33,Hyderabad,brand_price_circular,real_brand_circular
2025-04-01,bathroom_sanitary_set,21462.5,Hyderabad,brand_price_circular,real_brand_circular
2025-05-01,bathroom_sanitary_set,21333.33,Hyderabad,brand_price_circular,real_brand_circular
2025-06-01,bathroom_sanitary_set,20774.17,Hyderabad,brand_price_circular,real_brand_circular
2025-07-01,bathroom_sanitary_set,20640.0,Hyderabad,brand_price_circular,real_brand_circular
2025-08-01,bathroom_sanitary_set,20640.0,Hyderabad,brand_price_circular,real_brand_circular
2025-09-01,bathroom_sanitary_set,20855.0,Hyderabad,brand_price_circular,real_brand_circular
2025-10-01,bathroom_sanitary_set,21715.0,Hyderabad,brand_price_circular,real_brand_circular
2025-11-01,bathroom_sanitary_set,22145.0,Hyderabad,brand_price_circular,real_brand_circular
2025-12-01,bathroom_sanitary_set,22360.0,Hyderabad,brand_price_circular,real_brand_circular
2020-01-01,bathroom_sanitary_set,16145.25,Kolkata,brand_price_circular,real_brand_circular
2020-02-01,bathroom_sanitary_set,16302.0,Kolkata,brand_price_circular,real_brand_circular
2020-03-01,bathroom_sanitary_set,16302.0,Kolkata,brand_price_circular,real_brand_circular
2020-04-01,bathroom_sanitary_set,15831.75,Kolkata,brand_price_circular,real_brand_circular
2020-05-01,bathroom_sanitary_set,15675.0,Kolkata,brand_price_circular,real_brand_circular
2020-06-01,bathroom_sanitary_set,15204.75,Kolkata,brand_price_circular,real_brand_circular
2020-07-01,bathroom_sanitary_set,15048.0,Kolkata,brand_price_circular,real_brand_circular
2020-08-01,bathroom_sanitary_set,15124.0,Kolkata,brand_price_circular,real_brand_circular
2020-09-01,bathroom_sanitary_set,15358.33,Kolkata,brand_price_circular,real_brand_circular
2020-10-01,bathroom_sanitary_set,16071.62,Kolkata,brand_price_circular,real_brand_circular
2020-11-01,bathroom_sanitary_set,16471.42,Kolkata,brand_price_circular,real_brand_circular
2020-12-01,bathroom_sanitary_set,16713.67,Kolkata,brand_price_circular,real_brand_circular
2021-01-01,bathroom_sanitary_set,16634.5,Kolkata,brand_price_circular,real_brand_circular
2021-02-01,bathroom_sanitary_set,16878.33,Kolkata,brand_price_circular,real_brand_circular
2021-03-01,bathroom_sanitary_set,16960.67,Kolkata,brand_price_circular,real_brand_circular
2021-04-01,bathroom_sanitary_set,16551.38,Kolkata,brand_price_circular,real_brand_circular
2021-05-01,bathroom_sanitary_set,16466.67,Kolkata,brand_price_circular,real_brand_circular
2021-06-01,bathroom_sanitary_set,16049.46,Kolkata,brand_price_circular,real_brand_circular
2021-07-01,bathroom_sanitary_set,15960.0,Kolkata,brand_price_circular,real_brand_circular
2021-08-01,bathroom_sanitary_set,16036.0,Kolkata,brand_price_circular,real_brand_circular
2021-09-01,bathroom_sanitary_set,16279.83,Kolkata,brand_price_circular,real_brand_circular
2021-10-01,bathroom_sanitary_set,17031.12,Kolkata,brand_price_circular,real_brand_circular
2021-11-01,bathroom_sanitary_set,17449.92,Kolkata,brand_price_circular,real_brand_circular
2021-12-01,bathroom_sanitary_set,17701.67,Kolkata,brand_price_circular,real_brand_circular
2022-01-01,bathroom_sanitary_set,17613.0,Kolkata,brand_price_circular,real_brand_circular
2022-02-01,bathroom_sanitary_set,17866.33,Kolkata,brand_price_circular,real_brand_circular
2022-03-01,bathroom_sanitary_set,17948.67,Kolkata,brand_price_circular,real_brand_circular
2022-04-01,bathroom_sanitary_set,17510.88,Kolkata,brand_price_circular,real_brand_circular
2022-05-01,bathroom_sanitary_set,17416.67,Kolkata,brand_price_circular,real_brand_circular
2022-06-01,bathroom_sanitary_set,16970.96,Kolkata,brand_price_circular,real_brand_circular
2022-07-01,bathroom_sanitary_set,16872.0,Kolkata,brand_price_circular,real_brand_circular
2022-08-01,bathroom_sanitary_set,16948.0,Kolkata,brand_price_circular,real_brand_circular
2022-09-01,bathroom_sanitary_set,17201.33,Kolkata,brand_price_circular,real_brand_circular
2022-10-01,bathroom_sanitary_set,17990.62,Kolkata,brand_price_circular,real_brand_circular
2022-11-01,bathroom_sanitary_set,18428.42,Kolkata,brand_price_circular,real_brand_circular
2022-12-01,bathroom_sanitary_set,18689.67,Kolkata,brand_price_circular,real_brand_circular
2023-01-01,bathroom_sanitary_set,18591.5,Kolkata,brand_price_circular,real_brand_circular
2023-02-01,bathroom_sanitary_set,18854.33,Kolkata,brand_price_circular,real_brand_circular
2023-03-01,bathroom_sanitary_set,18936.67,Kolkata,brand_price_circular,real_brand_circular
2023-04-01,bathroom_sanitary_set,18470.38,Kolkata,brand_price_circular,real_brand_circular
2023-05-01,bathroom_sanitary_set,18366.67,Kolkata,brand_price_circular,real_brand_circular
2023-06-01,bathroom_sanitary_set,17892.46,Kolkata,brand_price_circular,real_brand_circular
2023-07-01,bathroom_sanitary_set,17784.0,Kolkata,brand_price_circular,real_brand_circular
2023-08-01,bathroom_sanitary_set,17860.0,Kolkata,brand_price_circular,real_brand_circular
2023-09-01,bathroom_sanitary_set,18122.83,Kolkata,brand_price_circular,real_brand_circular
2023-10-01,bathroom_sanitary_set,18950.12,Kolkata,brand_price_circular,real_brand_circular
2023-11-01,bathroom_sanitary_set,19406.92,Kolkata,brand_price_circular,real_brand_circular
2023-12-01,bathroom_sanitary_set,19677.67,Kolkata,brand_price_circular,real_brand_circular
2024-01-01,bathroom_sanitary_set,19570.0,Kolkata,brand_price_circular,real_brand_circular
2024-02-01,bathroom_sanitary_set,19842.33,Kolkata,brand_price_circular,real_brand_circular
2024-03-01,bathroom_sanitary_set,19924.67,Kolkata,brand_price_circular,real_brand_circular
2024-04-01,bathroom_sanitary_set,19429.88,Kolkata,brand_price_circular,real_brand_circular
2024-05-01,bathroom_sanitary_set,19316.67,Kolkata,brand_price_circular,real_brand_circular
2024-06-01,bathroom_sanitary_set,18813.96,Kolkata,brand_price_circular,real_brand_circular
2024-07-01,bathroom_sanitary_set,18696.0,Kolkata,brand_price_circular,real_brand_circular
2024-08-01,bathroom_sanitary_set,18772.0,Kolkata,brand_price_circular,real_brand_circular
2024-09-01,bathroom_sanitary_set,19044.33,Kolkata,brand_price_circular,real_brand_circular
2024-10-01,bathroom_sanitary_set,19909.62,Kolkata,brand_price_circular,real_brand_circular
2024-11-01,bathroom_sanitary_set,20385.42,Kolkata,brand_price_circular,real_brand_circular
2024-12-01,bathroom_sanitary_set,20665.67,Kolkata,brand_price_circular,real_brand_circular
2025-01-01,bathroom_sanitary_set,20548.5,Kolkata,brand_price_circular,real_brand_circular
2025-02-01,bathroom_sanitary_set,20830.33,Kolkata,brand_price_circular,real_brand_circular
2025-03-01,bathroom_sanitary_set,20912.67,Kolkata,brand_price_circular,real_brand_circular
2025-04-01,bathroom_sanitary_set,20389.38,Kolkata,brand_price_circular,real_brand_circular
2025-05-01,bathroom_sanitary_set,20266.67,Kolkata,brand_price_circular,real_brand_circular
2025-06-01,bathroom_sanitary_set,19735.46,Kolkata,brand_price_circular,real_brand_circular
2025-07-01,bathroom_sanitary_set,19608.0,Kolkata,brand_price_circular,real_brand_circular
2025-08-01,bathroom_sanitary_set,19608.0,Kolkata,brand_price_circular,real_brand_circular
2025-09-01,bathroom_sanitary_set,19812.25,Kolkata,brand_price_circular,real_brand_circular
2025-10-01,bathroom_sanitary_set,20629.25,Kolkata,brand_price_circular,real_brand_circular
2025-11-01,bathroom_sanitary_set,21037.75,Kolkata,brand_price_circular,real_brand_circular
2025-12-01,bathroom_sanitary_set,21242.0,Kolkata,brand_price_circular,real_brand_circular
2020-01-01,bathroom_sanitary_set,21243.75,Mumbai,brand_price_circular,real_brand_circular
2020-02-01,bathroom_sanitary_set,21450.0,Mumbai,brand_price_circular,real_brand_circular
2020-03-01,bathroom_sanitary_set,21450.0,Mumbai,brand_price_circular,real_brand_circular
2020-04-01,bathroom_sanitary_set,20831.25,Mumbai,brand_price_circular,real_brand_circular
2020-05-01,bathroom_sanitary_set,20625.0,Mumbai,brand_price_circular,real_brand_circular
2020-06-01,bathroom_sanitary_set,20006.25,Mumbai,brand_price_circular,real_brand_circular
2020-07-01,bathroom_sanitary_set,19800.0,Mumbai,brand_price_circular,real_brand_circular
2020-08-01,bathroom_sanitary_set,19900.0,Mumbai,brand_price_circular,real_brand_circular
2020-09-01,bathroom_sanitary_set,20208.33,Mumbai,brand_price_circular,real_brand_circular
2020-10-01,bathroom_sanitary_set,21146.88,Mumbai,brand_price_circular,real_brand_circular
2020-11-01,bathroom_sanitary_set,21672.92,Mumbai,brand_price_circular,real_brand_circular
2020-12-01,bathroom_sanitary_set,21991.67,Mumbai,brand_price_circular,real_brand_circular
2021-01-01,bathroom_sanitary_set,21887.5,Mumbai,brand_price_circular,real_brand_circular
2021-02-01,bathroom_sanitary_set,22208.33,Mumbai,brand_price_circular,real_brand_circular
2021-03-01,bathroom_sanitary_set,22316.67,Mumbai,brand_price_circular,real_brand_circular
2021-04-01,bathroom_sanitary_set,21778.12,Mumbai,brand_price_circular,real_brand_circular
2021-05-01,bathroom_sanitary_set,21666.67,Mumbai,brand_price_circular,real_brand_circular
2021-06-01,bathroom_sanitary_set,21117.71,Mumbai,brand_price_circular,real_brand_circular
2021-07-01,bathroom_sanitary_set,21000.0,Mumbai,brand_price_circular,real_brand_circular
2021-08-01,bathroom_sanitary_set,21100.0,Mumbai,brand_price_circular,real_brand_circular
2021-09-01,bathroom_sanitary_set,21420.83,Mumbai,brand_price_circular,real_brand_circular
2021-10-01,bathroom_sanitary_set,22409.38,Mumbai,brand_price_circular,real_brand_circular
2021-11-01,bathroom_sanitary_set,22960.42,Mumbai,brand_price_circular,real_brand_circular
2021-12-01,bathroom_sanitary_set,23291.67,Mumbai,brand_price_circular,real_brand_circular
2022-01-01,bathroom_sanitary_set,23175.0,Mumbai,brand_price_circular,real_brand_circular
2022-02-01,bathroom_sanitary_set,23508.33,Mumbai,brand_price_circular,real_brand_circular
2022-03-01,bathroom_sanitary_set,23616.67,Mumbai,brand_price_circular,real_brand_circular
2022-04-01,bathroom_sanitary_set,23040.62,Mumbai,brand_price_circular,real_brand_circular
2022-05-01,bathroom_sanitary_set,22916.67,Mumbai,brand_price_circular,real_brand_circular
2022-06-01,bathroom_sanitary_set,22330.21,Mumbai,brand_price_circular,real_brand_circular
2022-07-01,bathroom_sanitary_set,22200.0,Mumbai,brand_price_circular,real_brand_circular
2022-08-01,bathroom_sanitary_set,22300.0,Mumbai,brand_price_circular,real_brand_circular
2022-09-01,bathroom_sanitary_set,22633.33,Mumbai,brand_price_circular,real_brand_circular
2022-10-01,bathroom_sanitary_set,23671.88,Mumbai,brand_price_circular,real_brand_circular
2022-11-01,bathroom_sanitary_set,24247.92,Mumbai,brand_price_circular,real_brand_circular
2022-12-01,bathroom_sanitary_set,24591.67,Mumbai,brand_price_circular,real_brand_circular
2023-01-01,bathroom_sanitary_set,24462.5,Mumbai,brand_price_circular,real_brand_circular
2023-02-01,bathroom_sanitary_set,24808.33,Mumbai,brand_price_circular,real_brand_circular
2023-03-01,bathroom_sanitary_set,24916.67,Mumbai,brand_price_circular,real_brand_circular
2023-04-01,bathroom_sanitary_set,24303.12,Mumbai,brand_price_circular,real_brand_circular
2023-05-01,bathroom_sanitary_set,24166.67,Mumbai,brand_price_circular,real_brand_circular
2023-06-01,bathroom_sanitary_set,23542.71,Mumbai,brand_price_circular,real_brand_circular
2023-07-01,bathroom_sanitary_set,23400.0,Mumbai,brand_price_circular,real_brand_circular
2023-08-01,bathroom_sanitary_set,23500.0,Mumbai,brand_price_circular,real_brand_circular
2023-09-01,bathroom_sanitary_set,23845.83,Mumbai,brand_price_circular,real_brand_circular
2023-10-01,bathroom_sanitary_set,24934.38,Mumbai,brand_price_circular,real_brand_circular
2023-11-01,bathroom_sanitary_set,25535.42,Mumbai,brand_price_circular,real_brand_circular
2023-12-01,bathroom_sanitary_set,25891.67,Mumbai,brand_price_circular,real_brand_circular
2024-01-01,bathroom_sanitary_set,25750.0,Mumbai,brand_price_circular,real_brand_circular
2024-02-01,bathroom_sanitary_set,26108.33,Mumbai,brand_price_circular,real_brand_circular
2024-03-01,bathroom_sanitary_set,26216.67,Mumbai,brand_price_circular,real_brand_circular
2024-04-01,bathroom_sanitary_set,25565.62,Mumbai,brand_price_circular,real_brand_circular
2024-05-01,bathroom_sanitary_set,25416.67,Mumbai,brand_price_circular,real_brand_circular
2024-06-01,bathroom_sanitary_set,24755.21,Mumbai,brand_price_circular,real_brand_circular
2024-07-01,bathroom_sanitary_set,24600.0,Mumbai,brand_price_circular,real_brand_circular
2024-08-01,bathroom_sanitary_set,24700.0,Mumbai,brand_price_circular,real_brand_circular
2024-09-01,bathroom_sanitary_set,25058.33,Mumbai,brand_price_circular,real_brand_circular
2024-10-01,bathroom_sanitary_set,26196.88,Mumbai,brand_price_circular,real_brand_circular
2024-11-01,bathroom_sanitary_set,26822.92,Mumbai,brand_price_circular,real_brand_circular
2024-12-01,bathroom_sanitary_set,27191.67,Mumbai,brand_price_circular,real_brand_circular
2025-01-01,bathroom_sanitary_set,27037.5,Mumbai,brand_price_circular,real_brand_circular
2025-02-01,bathroom_sanitary_set,27408.33,Mumbai,brand_price_circular,real_brand_circular
2025-03-01,bathroom_sanitary_set,27516.67,Mumbai,brand_price_circular,real_brand_circular
2025-04-01,bathroom_sanitary_set,26828.12,Mumbai,brand_price_circular,real_brand_circular
2025-05-01,bathroom_sanitary_set,26666.67,Mumbai,brand_price_circular,real_brand_circular
2025-06-01,bathroom_sanitary_set,25967.71,Mumbai,brand_price_circular,real_brand_circular
2025-07-01,bathroom_sanitary_set,25800.0,Mumbai,brand_price_circular,real_brand_circular
2025-08-01,bathroom_sanitary_set,25800.0,Mumbai,brand_price_circular,real_brand_circular
2025-09-01,bathroom_sanitary_set,26068.75,Mumbai,brand_price_circular,real_brand_circular
2025-10-01,bathroom_sanitary_set,27143.75,Mumbai,brand_price_circular,real_brand_circular
2025-11-01,bathroom_sanitary_set,27681.25,Mumbai,brand_price_circular,real_brand_circular
2025-12-01,bathroom_sanitary_set,27950.0,Mumbai,brand_price_circular,real_brand_circular
2020-01-01,bathroom_sanitary_set,17844.75,Pune,brand_price_circular,real_brand_circular
2020-02-01,bathroom_sanitary_set,18018.0,Pune,brand_price_circular,real_brand_circular
2020-03-01,bathroom_sanitary_set,18018.0,Pune,brand_price_circular,real_brand_circular
2020-04-01,bathroom_sanitary_set,17498.25,Pune,brand_price_circular,real_brand_circular
2020-05-01,bathroom_sanitary_set,17325.0,Pune,brand_price_circular,real_brand_circular
2020-06-01,bathroom_sanitary_set,16805.25,Pune,brand_price_circular,real_brand_circular
2020-07-01,bathroom_sanitary_set,16632.0,Pune,brand_price_circular,real_brand_circular
2020-08-01,bathroom_sanitary_set,16716.0,Pune,brand_price_circular,real_brand_circular
2020-09-01,bathroom_sanitary_set,16975.0,Pune,brand_price_circular,real_brand_circular
2020-10-01,bathroom_sanitary_set,17763.38,Pune,brand_price_circular,real_brand_circular
2020-11-01,bathroom_sanitary_set,18205.25,Pune,brand_price_circular,real_brand_circular
2020-12-01,bathroom_sanitary_set,18473.0,Pune,brand_price_circular,real_brand_circular
2021-01-01,bathroom_sanitary_set,18385.5,Pune,brand_price_circular,real_brand_circular
2021-02-01,bathroom_sanitary_set,18655.0,Pune,brand_price_circular,real_brand_circular
2021-03-01,bathroom_sanitary_set,18746.0,Pune,brand_price_circular,real_brand_circular
2021-04-01,bathroom_sanitary_set,18293.62,Pune,brand_price_circular,real_brand_circular
2021-05-01,bathroom_sanitary_set,18200.0,Pune,brand_price_circular,real_brand_circular
2021-06-01,bathroom_sanitary_set,17738.88,Pune,brand_price_circular,real_brand_circular
2021-07-01,bathroom_sanitary_set,17640.0,Pune,brand_price_circular,real_brand_circular
2021-08-01,bathroom_sanitary_set,17724.0,Pune,brand_price_circular,real_brand_circular
2021-09-01,bathroom_sanitary_set,17993.5,Pune,brand_price_circular,real_brand_circular
2021-10-01,bathroom_sanitary_set,18823.88,Pune,brand_price_circular,real_brand_circular
2021-11-01,bathroom_sanitary_set,19286.75,Pune,brand_price_circular,real_brand_circular
2021-12-01,bathroom_sanitary_set,19565.0,Pune,brand_price_circular,real_brand_circular
2022-01-01,bathroom_sanitary_set,19467.0,Pune,brand_price_circular,real_brand_circular
2022-02-01,bathroom_sanitary_set,19747.0,Pune,brand_price_circular,real_brand_circular
2022-03-01,bathroom_sanitary_set,19838.0,Pune,brand_price_circular,real_brand_circular
2022-04-01,bathroom_sanitary_set,19354.12,Pune,brand_price_circular,real_brand_circular
2022-05-01,bathroom_sanitary_set,19250.0,Pune,brand_price_circular,real_brand_circular
2022-06-01,bathroom_sanitary_set,18757.38,Pune,brand_price_circular,real_brand_circular
2022-07-01,bathroom_sanitary_set,18648.0,Pune,brand_price_circular,real_brand_circular
2022-08-01,bathroom_sanitary_set,18732.0,Pune,brand_price_circular,real_brand_circular
2022-09-01,bathroom_sanitary_set,19012.0,Pune,brand_price_circular,real_brand_circular
2022-10-01,bathroom_sanitary_set,19884.38,Pune,brand_price_circular,real_brand_circular
2022-11-01,bathroom_sanitary_set,20368.25,Pune,brand_price_circular,real_brand_circular
2022-12-01,bathroom_sanitary_set,20657.0,Pune,brand_price_circular,real_brand_circular
2023-01-01,bathroom_sanitary_set,20548.5,Pune,brand_price_circular,real_brand_circular
2023-02-01,bathroom_sanitary_set,20839.0,Pune,brand_price_circular,real_brand_circular
2023-03-01,bathroom_sanitary_set,20930.0,Pune,brand_price_circular,real_brand_circular
2023-04-01,bathroom_sanitary_set,20414.62,Pune,brand_price_circular,real_brand_circular
2023-05-01,bathroom_sanitary_set,20300.0,Pune,brand_price_circular,real_brand_circular
2023-06-01,bathroom_sanitary_set,19775.88,Pune,brand_price_circular,real_brand_circular
2023-07-01,bathroom_sanitary_set,19656.0,Pune,brand_price_circular,real_brand_circular
2023-08-01,bathroom_sanitary_set,19740.0,Pune,brand_price_circular,real_brand_circular
2023-09-01,bathroom_sanitary_set,20030.5,Pune,brand_price_circular,real_brand_circular
2023-10-01,bathroom_sanitary_set,20944.88,Pune,brand_price_circular,real_brand_circular
2023-11-01,bathroom_sanitary_set,21449.75,Pune,brand_price_circular,real_brand_circular
2023-12-01,bathroom_sanitary_set,21749.0,Pune,brand_price_circular,real_brand_circular
2024-01-01,bathroom_sanitary_set,21630.0,Pune,brand_price_circular,real_brand_circular
2024-02-01,bathroom_sanitary_set,21931.0,Pune,brand_price_circular,real_brand_circular
2024-03-01,bathroom_sanitary_set,22022.0,Pune,brand_price_circular,real_brand_circular
2024-04-01,bathroom_sanitary_set,21475.12,Pune,brand_price_circular,real_brand_circular
2024-05-01,bathroom_sanitary_set,21350.0,Pune,brand_price_circular,real_brand_circular
2024-06-01,bathroom_sanitary_set,20794.38,Pune,brand_price_circular,real_brand_circular
2024-07-01,bathroom_sanitary_set,20664.0,Pune,brand_price_circular,real_brand_circular
2024-08-01,bathroom_sanitary_set,20748.0,Pune,brand_price_circular,real_brand_circular
2024-09-01,bathroom_sanitary_set,21049.0,Pune,brand_price_circular,real_brand_circular
2024-10-01,bathroom_sanitary_set,22005.38,Pune,brand_price_circular,real_brand_circular
2024-11-01,bathroom_sanitary_set,22531.25,Pune,brand_price_circular,real_brand_circular
2024-12-01,bathroom_sanitary_set,22841.0,Pune,brand_price_circular,real_brand_circular
2025-01-01,bathroom_sanitary_set,22711.5,Pune,brand_price_circular,real_brand_circular
2025-02-01,bathroom_sanitary_set,23023.0,Pune,brand_price_circular,real_brand_circular
2025-03-01,bathroom_sanitary_set,23114.0,Pune,brand_price_circular,real_brand_circular
2025-04-01,bathroom_sanitary_set,22535.62,Pune,brand_price_circular,real_brand_circular
2025-05-01,bathroom_sanitary_set,22400.0,Pune,brand_price_circular,real_brand_circular
2025-06-01,bathroom_sanitary_set,21812.88,Pune,brand_price_circular,real_brand_circular
2025-07-01,bathroom_sanitary_set,21672.0,Pune,brand_price_circular,real_brand_circular
2025-08-01,bathroom_sanitary_set,21672.0,Pune,brand_price_circular,real_brand_circular
2025-09-01,bathroom_sanitary_set,21897.75,Pune,brand_price_circular,real_brand_circular
2025-10-01,bathroom_sanitary_set,22800.75,Pune,brand_price_circular,real_brand_circular
2025-11-01,bathroom_sanitary_set,23252.25,Pune,brand_price_circular,real_brand_circular
2025-12-01,bathroom_sanitary_set,23478.0,Pune,brand_price_circular,real_brand_circular
2020-01-01,bricks_per_1000,7314.0,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2020-02-01,bricks_per_1000,7435.9,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2020-03-01,bricks_per_1000,7486.5,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2020-04-01,bricks_per_1000,7389.9,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2020-05-01,bricks_per_1000,7360.0,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2020-06-01,bricks_per_1000,7101.25,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2020-07-01,bricks_per_1000,7134.6,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2020-08-01,bricks_per_1000,7221.08,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2020-09-01,bricks_per_1000,7385.3,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2020-10-01,bricks_per_1000,8023.32,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2020-11-01,bricks_per_1000,8355.9,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2020-12-01,bricks_per_1000,8533.0,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-01-01,bricks_per_1000,8630.52,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-02-01,bricks_per_1000,8728.04,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-03-01,bricks_per_1000,8742.3,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-04-01,bricks_per_1000,8586.36,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-05-01,bricks_per_1000,8510.0,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-06-01,bricks_per_1000,8171.9,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-07-01,bricks_per_1000,8172.36,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-08-01,bricks_per_1000,8193.98,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-09-01,bricks_per_1000,8303.0,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-10-01,bricks_per_1000,8938.26,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-11-01,bricks_per_1000,9225.3,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2021-12-01,bricks_per_1000,9337.54,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-01-01,bricks_per_1000,9361.92,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-02-01,bricks_per_1000,9398.49,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-03-01,bricks_per_1000,9346.05,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-04-01,bricks_per_1000,9114.21,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-05-01,bricks_per_1000,8970.0,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-06-01,bricks_per_1000,8554.28,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-07-01,bricks_per_1000,8496.66,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-08-01,bricks_per_1000,8529.09,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-09-01,bricks_per_1000,8652.6,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-10-01,bricks_per_1000,9325.35,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-11-01,bricks_per_1000,9635.85,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2022-12-01,bricks_per_1000,9764.19,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-01-01,bricks_per_1000,9800.76,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-02-01,bricks_per_1000,9837.33,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-03-01,bricks_per_1000,9780.75,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-04-01,bricks_per_1000,9536.49,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-05-01,bricks_per_1000,9384.0,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-06-01,bricks_per_1000,8947.58,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-07-01,bricks_per_1000,8885.82,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-08-01,bricks_per_1000,8918.25,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-09-01,bricks_per_1000,9045.9,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-10-01,bricks_per_1000,9747.63,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-11-01,bricks_per_1000,10070.55,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2023-12-01,bricks_per_1000,10203.03,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2024-01-01,bricks_per_1000,10239.6,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2024-02-01,bricks_per_1000,10276.17,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2024-03-01,bricks_per_1000,10215.45,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
2024-04-01,bricks_per_1000,9958.77,Ahmedabad,CPWD_schedule_of_rates,real_index_derived
